tweet_id_str,date_time,location,tweet_text
1540389417998700544,2022-06-24 17:40:30+00:00,"West Coast, World Citizen ","In the wake of covid, I don't know if we ever reached herd immunity, but we've definitely reached herd stupidity."
1540383716408688649,2022-06-24 17:17:51+00:00,Everywhere,"The GOP across the country, including Trump's appointment of Scott Atlas, advocated for policies to expose everyone to Covid, killing off sick and the old in order to provoke
""Herd immunity""

Prolife my......."
1540377285156515842,2022-06-24 16:52:18+00:00,"Winnipeg, Manitoba",$ADTX Hope of Herd Immunity Dwindles Alongside Federal COVID-19 Budget and Supplies; Aditxt Inc. (NASDAQ: ADTX) and AditxtScore(TM) Could Create Map to COVID-19 Immune Responses https://t.co/TFPl2bx74T
1540373089262993408,2022-06-24 16:35:37+00:00,Somewhere near the Cotswolds,"The problem with trying for herd immunity is that we end up with the COVID19 virus evolving into better and better variants, where better means 'has an evolutionary advantage' to it not us. https://t.co/75gGaZxbMK"
1540369061913280513,2022-06-24 16:19:37+00:00,"Parish, NY","THINNING THE HERD

How Trump hiring the wrong medical “expert” derailed US pandemic response

An advocate for herd immunity inside the White House pushed to increase infections.

JOHN TIMMER - 6/23/2022, 1:49 PM

https://t.co/TH2s0DY9ul"
1540337233143775234,2022-06-24 14:13:09+00:00,"Detroit, Michigan",How hiring the wrong medical “expert” derailed US pandemic response https://t.co/5CJ4oG6dhz
1540334935541694468,2022-06-24 14:04:01+00:00,"Tampa, FL",How hiring the wrong medical “expert” derailed US pandemic response | Ars Technica https://t.co/0sBG5TwQqK
1540334173378019330,2022-06-24 14:00:59+00:00,,"Anti-science legislators, all the way up to the level of POTUS, endanger lives
 
""...the US's response to the coronavirus pandemic went so wrong that the country ended up with over a million deaths and one of the worst per-capita death rates in the world.""
https://t.co/T1vgzRiRdg"
1540322613494714369,2022-06-24 13:15:03+00:00,Shanghai,#Shanghai has begun offering #COVID19 #boostershots with different vaccines to enhance herd immunity against the fast-mutating coronavirus. https://t.co/4BhXqJArsp https://t.co/xu7vyko9VC
1540310299760365568,2022-06-24 12:26:07+00:00,"Toronto, ON, CDA","{aJSD}:  IMO, Scott Atlas is more of a ❛heard immunity❜ enthusiast…

How hiring the wrong medical ❝expert❞ derailed US pandemic response

An advocate for herd immunity inside the White House pushed to increase infections. https://t.co/6fwjkJ351a"
1540309419363368961,2022-06-24 12:22:37+00:00,,NOBODY CARES! HERD IMMUNITY IS THE ONLY WAY OUT OF A PANDEMIC https://t.co/UExcOF8uNf
1540300550704619522,2022-06-24 11:47:23+00:00,,How hiring the wrong medical “expert” derailed US pandemic response #SmartNews  https://t.co/lhEHRyPgw7
1540299959853109250,2022-06-24 11:45:02+00:00,"Washington, DC",Putting ideology over science made the COVID-19 pandemic in the US much worse https://t.co/EXzFsNN6Y6 https://t.co/fagQpy6RlV
1540298158588174339,2022-06-24 11:37:53+00:00,RI,How hiring the wrong medical “expert” derailed US pandemic response #SmartNews  https://t.co/GxTVXNNoOF
1540292125308354562,2022-06-24 11:13:54+00:00,Canada 🇨🇦,"This ⬇️ No mystery here #COVID19 

""The proponents of herd immunity advocate the deliberate mass infection of the young. Keeping schools open is central to forcing parents into unsafe workplaces and preventing any disruption to profits"" cc @MeetJess https://t.co/7uY0fMehOZ"
1540284805396545538,2022-06-24 10:44:49+00:00,I live in Ohio ,"Natural immunity offers greater COVID protection than vaccines, study finds. This is the only path toward ""herd immunity"""
1540281881241042950,2022-06-24 10:33:12+00:00,,"Dr. Geert Vanden Bossche: Covid Infection, Disease to Aggravate in Vaccinated | Mass vaccination with “leaky” vaccines could not lead to herd immunity. https://t.co/7zgYSlEsog"
1540276072054259714,2022-06-24 10:10:07+00:00,"Wyoming, USA",a lifer with glowing red eyes acquired herd immunity from the coronavirus
1540273370041749504,2022-06-24 09:59:22+00:00,NC,"MUST READ REPORT: 
So J. Kushner Hired Quack Dr. Scott Atlas to Push Herd Immunity Strategy with Trump WH &amp; undermine CDC measures rather that promote preventative measures until the vaccines were readily available 👀🤬 https://t.co/GZk82MbVfH"
1540264612486168576,2022-06-24 09:24:35+00:00,,"And of course they are still talk about getting big calls right, despite his absence from #covid Cobrameetings, running down PPE, ‘herd immunity’, underfunding #nhs, scale of Covid contract corruption, lawbreaking, attempt to suppress parliament, undermining Good Friday agreement https://t.co/E8q3bFXDnN"
1540259593883901953,2022-06-24 09:04:38+00:00,Norway,How hiring the wrong medical “expert” derailed US pandemic response | ⁦@arstechnica⁩  https://t.co/0R0or7DNTY
1540259289759068160,2022-06-24 09:03:25+00:00,"Suginami-ku, Tokyo-to, Japan","I've never understood the idea of herd immunity for covid from day 1, as from my understanding the common cold is also a type of coronavirus.

And does anybody have herd immunity from the common cold? https://t.co/qx2mnKVOHv"
1540254454410366976,2022-06-24 08:44:13+00:00,"North East, England","People who said the Tories wouldn't lose because voters don't like ""wokeness"" are now disabused. The coup is almost complete. Well done to the cupboard-jumping lockdown sceptics who put their egos ahead of Britain's future and refused to talk about the herd immunity capitulation."
1540253242663309312,2022-06-24 08:39:24+00:00,"Louisiana, USA",COVID proving again that Herd immunity does not exist. https://t.co/oeOlpescDC
1540249686207918080,2022-06-24 08:25:16+00:00,Thinkstan,How hiring the wrong medical “expert” derailed US pandemic response https://t.co/uwZzbGGCAX
1540245210000633856,2022-06-24 08:07:29+00:00,SoCal,How hiring the wrong medical “expert” derailed US pandemic response #SmartNews  https://t.co/CXyRpzSjlz
1540245066664382464,2022-06-24 08:06:54+00:00,University North Texas,Can anyway find ANY of those experts that talked up herd immunity? #COVID19 #covidau living with #covid working ? Let’s me start with @Adam_Creighton  any others?
1540244224024903680,2022-06-24 08:03:34+00:00,University North Texas,Covid-19 reinfections expected to rise. Where are all those experts that claimed the term herd immunity?  https://t.co/UGi2JYFtCv
1540238968817876992,2022-06-24 07:42:41+00:00,Melbourne,"Geez, really looking like media and Libs completely wrong about Teals, ALP and Greens all working together.
And wrong about PRGuy.
And wrong about covid herd immunity.
And wrong about Libs ability to government or opposition.
Consistently wrong about everything basically.
#Auspol"
1540230888734302208,2022-06-24 07:10:34+00:00,,"So injecting small children with a vaccine designed for the alpha strain is going to change the course of the so called pandemic. 
Those who have had no problems with this virus for 2yrs and perhaps are our last chance of herd immunity. That makes perfect sense doesn't it 🤡🌎"
1540229948249673728,2022-06-24 07:06:50+00:00,,New: How hiring the wrong medical “expert” derailed US pandemic response https://t.co/GFY9vEWCi5
1540229525006684160,2022-06-24 07:05:09+00:00,Forest of Dean,"Wow! A lot of the big decisions right during covid @BorisJohnson 
You got so many decisions wrong and had to u-turn! Herd immunity? Ppe? Care homes? Eat out to help out? Partygate?
#outoftouch"
1540219209858301953,2022-06-24 06:24:10+00:00,,"When people say “herd immunity” in the context of COVID, this is what it means.
The great barrington declaration made this little experiment in eugenics official policy. https://t.co/82jBUm2vgH"
1540213246644420614,2022-06-24 06:00:28+00:00,"Burlington, VT",How hiring the wrong medical “expert” derailed US pandemic response https://t.co/Thme5xnzOd
1540212603712319488,2022-06-24 05:57:55+00:00,"Oami, Chiba, Japan",New report on how Scott Atlas made herd immunity an unofficial US policy - How hiring the wrong medical “expert” derailed US pandemic response: An advocate for herd immunity inside the White House pushed to increase infections. https://t.co/I2uiguLEwN
1540208496272199682,2022-06-24 05:41:35+00:00,,"How hiring the wrong medical “expert” derailed US pandemic response
#science
https://t.co/xbljK54mcn"
1540206184220676097,2022-06-24 05:32:24+00:00,Australia,"Seems like Gerrard's “necessary that all Qlders catch Covid to achieve herd immunity” didn’t work, huh?
So now he’s abandoning public health measures &amp; foisting the burden onto GPs and EDs.
That is absolute dereliction of duty &amp; he should be sacked. He has 1 job: public health! https://t.co/IC2SwrtVGZ"
1540204053682077696,2022-06-24 05:23:56+00:00,"London, England",Impt new #covid19 info re:reinfection..read entire thread.herd immunity 👎 “study signals is that reinfection is common (already &gt;12%) and it is likely to carry significant risk to those who get reinfected and likely a substantial additional burden on health systems and society” https://t.co/SomULqF1mS
1540197143541055488,2022-06-24 04:56:29+00:00,Danmark,"German health minister @Karl_Lauterbach has the capability to read and analyse valid scientifically documented data. Unlike @Heunicke who denies the threath Covid is to the population. @Heunicke continues with the herd immunity strategy, although covid continuously mutate and https://t.co/EAHD9TedA3"
1540193260236197891,2022-06-24 04:41:03+00:00,"Long Island, NY",How hiring the wrong medical “expert” derailed US pandemic response https://t.co/DqC6nVIShr
1540177210694602752,2022-06-24 03:37:16+00:00,,"Welp, who could've seen this coming?
Your risk of death, hospitalisation &amp; post-COVID illnesses in all organ systems increases with each reinfection. 

Herd immunity is a joke, &amp; not a funny one, a dangerous one.

Our government fails us all once again. https://t.co/hMsXi6Ro0R"
1540160082440241152,2022-06-24 02:29:13+00:00,"New York, USA","https://t.co/ZvMEBhZgcT:”The Johnson government used the pandemic to implement a massive transfer of social wealth to the major corporations, while imposing a herd immunity policy that killed 200,000 people and left millions with long-term illness.”"
1540143064475639808,2022-06-24 01:21:35+00:00,"California, USA",How hiring the wrong medical “expert” derailed US pandemic response https://t.co/tfxs4pZF3y
1540139913567301633,2022-06-24 01:09:04+00:00,"Portland, OR",How hiring the wrong medical “expert” derailed US pandemic response https://t.co/U2jL01Art5
1540138957220073473,2022-06-24 01:05:16+00:00,"St Petersburg, FL",Trump's COVID Task Force Leader Pushed Back on 'Herd Immunity' Approach | MedPage Today https://t.co/hj3TshUaXB
1540138337050062848,2022-06-24 01:02:48+00:00,"Seattle, WA, USA (mostly)","How hiring the wrong medical “expert” derailed US pandemic response

“Scott Atlas, a White House adviser, used his position to advocate for allowing the SARS-CoV-2 virus to spread and tried to block testing for it, which would further that goal.” https://t.co/dqLf31Z40r"
